id_vehicule;Marque;Modèle;ANNEE_CIRCUL;Valeur_a_neuf;Valeur_venale;id_proprietaire
1755;DACIA;LOGAN;2011;1000000;750000;1545
1756;RENAULT;CLIO4;2014;;;1494
1757;PEUGEOT;404;1967;700000;600000;403
1758;PEUGEOT;208;2013;;;1256
1759;TOYOTA;YARIS;2013;;;484
1760;DACIA;SANDERO;2014;;;705
1761;HYUNDAI;HD35;2014;2500000;1500000;144
1762;VW;PASSAT;2009;1200000;1000000;1170
1763;YDADB;BRILLIANCE;2015;1240000;1100000;2000
1764;RENAULT;SYMBOLE;2016;;;1322
1765;DACIA;DUSTER;2016;;;1072
1766;KIA;SORENTO;2015;;;1931
1767;RENAULT;SYMBOL;2016;;;255
1768;AUDI;A6;2016;;;431
1769;4;CLIO 4;2014;1500000;1400000;68
1770;HYUNDAI;H100;2013;1000000;950000;1459
1771;RENAULT;CLIO4;2013;;;400
1772;SEAT;IBIZA;2013;;;1844
1773;PEUGEOT;205;1991;300000;300000;86
1774;SUZUKI;SWIFT;2007;;;1501
1775;CITROEN;C4;2015;;;5
1776;HYUNDAI;HYUNDAI;2014;;;1135
1777;RENAULT;CLIO;2001;;;1668
1778;FORD;FIESTA;2011;;;802
1779;VOLKSWAGEN;POLO RS;2008;2500000;1000000;606
1780;MERCEDES;CALSS E;1995;7000000;700000;1502
1781;PEUGEOT;208;2015;;;87
1782;TOYOTA;RAF4;2012;3500000;3000000;300
1783;CITROEN;C-ELYSEE;2015;;;317
1784;NISSAN;QUASHQAI;2010;3000000;1200000;353
1785;CITROEN;C-ELYSEE;2015;;;690
1786;AUDI;Q3;2016;;;573
1787;JAC;JAC;2016;;;1041
1788;DAEWOO;LANOS;1999;1260000;600000;588
1789;SSANGYONG;REXTON;2014;2550000;2550000;1361
1790;CLIO;CAMPUS;2014;1400000;1100000;87
1791;FIAT;PUNTO;2007;1300000;900000;391
1792;CHEVROLET;SPARK;2012;;;1613
1793;RENAULT;KANGO;2015;;;757
1794;AUDI;A3;2008;5000000;2500000;446
1795;RENAULT;R12;1990;300000;200000;1960
1796;RENAULT;R21;1988;800000;500000;988
1797;HYUNDAI;ACCENT;2006;;;1625
1798;PEUGEOT;407;2010;;;1711
1799;FORD;FIESTA;2013;;;360
1800;RENAULT;CLIO;2009;;;1497
1801;VOLKSWAGEN;TIGUAN;2009;;;1676
1802;DACIA;SANDERO;2017;;;1769
1803;HYUNDAI;ACCENT;2015;;;1240
1804;SKODA;OCTAVIA;2014;;;1575
1805;RENAULT;LAGUNA;2009;1000000;800000;837
1806;DACIA;SANDERO;2015;;;602
1807;CHEVROLET;CRUZE;2011;1800000;1000000;222
1808;CITROEN;JUMPY;2014;1920000;1650000;1174
1809;DACIA;SANDERO;2014;1125500;1125500;1305
1810;PEUGEOT;2008;2015;;;1000
1811;RENAULT;SYMBOL;2016;;;1618
1812;IVECO;C11;2001;5000000;1500000;760
1813;RENAULT;FLUENCE;2010;1800000;1600000;277
1814;PEUGEOT;308;2013;;;1546
1815;RENAULT;CLIO 3;2012;1400000;1000000;1710
1816;HYUNDAI;ACCENT;2006;700000;600000;1707
1817;VOLKSWAGEN;POLO;2013;;;1056
1818;RENAULT;SYMBOL;2016;;;743
1819;PEUGEOT;EXPERT;2014;1800000;1700000;1856
1820;TOYOTA;YARIS;2009;;;1906
1821;DAEWOO;CIELO;1997;;;1897
1822;PEUGEOT;EXPERT;2000;1500000;800000;214
1823;DAEWOO;CIELO;1997;1000000;500000;1494
1824;PEUGEOT;EXPERT;1998;2000000;500000;886
1825;PEUGEOT;406;2000;;;283
1826;PEUGEOT;406;2000;1500000;600000;1993
1827;HYUNDAI;ACCENT;2008;;;674
1828;HYUNDAI;ACCENT;2008;740000;740000;830
1829;VOLKSWAGEN;PASSAT;2006;;;1842
1830;REANAULT;CLIO CLASSIC;2004;;;218
1831;PEUGEOT;3008;2012;;;1606
1832;CLIO;CAMPUS;2015;;;1386
1833;PEUGEOT;PARTNER;2007;1200000;800000;1227
1834;VOLKS WAGEN;GOLF 6;2013;;;1510
1835;CITROEN;C15;1996;400000;300000;243
1836;SKODA;RAPID;2015;;;381
1837;PEUGEOT;308;2016;;;1511
1838;TOYOTA;COROLA;2005;;;1509
1839;GREAT WALL;VOLEEX C 30;2013;1410000;1000000;620
1840;SUZUKI;ALTO;2013;;;120
1841;KIA;PICANTO;2014;;;896
1842;CHEVROLET;AVEO;2006;;;143
1843;VOLKS WAGEN;GOLF;1985;1800000;450000;1625
1844;RENAULT;CLIO4;2019;2100000;2100000;878
1845;KIA;SORENTO;2006;1800000;1200000;1599
1846;CLIO;CAMPUS;2015;1000000;900000;1266
1847;SEAT;IBIZA;2013;;;550
1848;CHEVROLET;SPARK;2006;;;809
1849;HYUNDAI;ATOS;2008;;;54
1850;RENAULT;SYMBOL;2016;;;25
1851;PEUGEOT;PARTNER;2012;;;1771
1852;MERCEDES;CLASSE E;2015;9500000;5000000;639
1853;SKODA;YETTI;2014;2299000;2299000;1177
1854;VOLKS WAGEN;GOLF 6;2011;;;766
1855;SKODA;SKODA;2014;1500000;1500000;646
1856;DACIA;LOGAN;2015;;;484
1857;PEUGEOT;208;2015;;;1148
1858;RENAULT;SYMBOLE;2011;1200000;600000;260
1859;SUZUKI;ALTO;2013;;;1887
1860;NISSAN;PATHFINDER;2008;3660000;2000000;1658
1861;RENAULT;CLIO;2014;;;316
1862;RENAULT;CLIO 4;2013;;;1528
1863;DAIHATSU;CHARADE;2005;600000;320000;340
1864;RENAULT;SYMBOL;2011;;;863
1865;LAND ROVER;LAND ROVER;2015;5999000;3000000;1281
1866;LANDROVER;LANDROVER;1989;25000000;1000000;1773
1867;KIA;RIO;2008;1010000;606000;1675
1868;VW;PASSAT;2011;3000000;1600000;590
1869;VOLKSWAGEN;TIGUAN;2016;;;1406
1870;VOLKSWAGEN;PASSAT;2010;2600000;1800000;1408
1871;RENAULT;RENAULT;2017;2900000;1800000;1988
1872;KIA;CARENS;2009;1100000;1100000;568
1873;DACIA;LOGAN;2014;;;721
1874;DACIA;DUSTER;2016;;;1274
1875;HYUNDAI;EON;2013;;;238
1876;AUDI;A6;2010;5715000;2000000;34
1877;VOLKSWAGEN;POLO;2014;;;1844
1878;CHEVROLET;AVEO;2014;;;272
1879;KIA;KIA;2013;2300000;1000000;1411
1880;RENAULT;SYMBOL;2016;;;1377
1881;RENAULT;KANGO;2006;1480000;600000;1799
1882;PEUGEOT;308;2015;;;952
1883;DACIA;LOGAN;2016;;;940
1884;TOYOTA;TOYOTA;2004;600000;600000;805
1885;PEUGEOT;308;2014;;;1127
1886;RENAULT;CLIO4;2015;;;28
1887;RENAULT;MASTER;2012;;;517
1888;VOLKSWAGEN;POLO;2010;;;1541
1889;VOLKSWAGEN;POLO;2007;1180000;750000;1226
1890;KIA;PICANTO;2011;;;1899
1891;RENAULT;MEGANE;1997;;;1567
1892;CITROEN;DS4;2013;2800000;2700000;1336
1893;DACIA;DUSTER;2016;;;730
1894;SEAT;LEON;2016;;;350
1895;MARUTI;MARUTI;2006;;;1241
1896;VOLKS WAGEN;GOLF;2015;;;1887
1897;PEUGEOT;301;2013;;;1472
1898;DACIA;DUSTER;2014;;;1473
1899;HYUNDAI;ATOS;2008;;;337
1900;PEUGEOT;207;2016;1550000;1510000;310
1901;RENAULT;TRAFIC;2011;2600000;2000000;46
1902;RENAULT;EXPRESS;1997;;;1797
1903;PEUGEOT;308;2010;;;1565
1904;KIA;SORENTO;2013;;;1354
1905;RENAULT;CLIO;2006;1800000;700000;1161
1906;VOLKSWAGEN;TIGUAN;2015;;;1992
1907;RENAULT;LAGUNA;2008;1300000;800000;480
1908;PEUGEOT;PARTNER;2013;;;1722
1909;DACIA;SANDERO;2015;;;574
1910;KIA;KIA;2000;2500000;400000;344
1911;DACIA;DUSTER;2011;;;1936
1912;FORD;RANGER;2015;2690000;1500000;950
1913;PEUGEOT;208;2016;;;1626
1914;KIA;CARENS;2007;1800000;1100000;1561
1915;HYUNDAI;I40;2016;3300000;3300000;823
1916;KIA;RIO;2014;;;1749
1917;RENAULT;CLIO3;2016;1140000;900000;887
1918;SEAT;IBIZA;2016;;;1609
1919;KIA;PICANTO;2014;;;1
1920;RENAULT;STEPWAY;2008;1000000;800000;159
1921;PEUGEOT;208;2015;;;1299
1922;RENAULT;SYMBOL;2016;;;1776
1923;TOYOTA;COROLA;2012;2000000;2500000;895
1924;YUEJIN;CAMION;2007;800000;500000;1349
1925;HYUNDAI;H100;2014;2200000;1500000;1682
1926;RENAULT;SYMBOL;2015;;;571
1927;VOLKSWAGEN;POLO;2014;;;1041
1928;RENAULT;KANGO;2015;1450000;1200000;819
1929;AUDI;A1;2014;;;106
1930;RENAULT;CLIO CAMPUS;2012;;;1395
1931;PEUGEOT;308;2015;;;1842
1932;PEUGEOT;207;2012;;;1304
1933;PEUGEOT;301;2015;;;1798
1934;SUZUKI;SWIFT;2013;;;218
1935;VOLKSWAGEN;PASSAT;2008;1800000;1400000;1964
1936;VOLKSWAGEN;POLO;2013;;;1529
1937;LAND ROVER;DISCOVERY;2016;;;558
1938;RENAULT;R25;1987;1000000;430000;819
1939;CHEVROLET;AVEO;2007;990000;700000;1791
1940;MERCEDES;E250;1995;2000000;1000000;1704
1941;VOLKSWAGEN;POLO;2016;;;1865
1942;KIA;PICANTO;2013;1550000;1540000;684
1943;RENAULT;KANGOO;2005;800000;700000;1133
1944;RENAULT;CLIO4;2015;;;1139
1945;PEUGEOT;208;2013;;;166
1946;RENAULT;SYMBOLE;2013;1220000;1000000;162
1947;PEUGEOT;208;2013;;;81
1948;PEUGEOT;208;2016;;;1719
1949;HERBIN;HAFAI;2006;650000;500000;843
1950;SEAT;IBIZA;2016;;;1835
1951;VOLKSWAGEN;CADDY;2011;2400000;1900000;1937
1952;RENAULT;CLIO;2015;;;522
1953;DACIA;LOGAN;2012;;;1785
1954;NISSAN;D40;2016;;;568
1955;HONDA;CIVIC;1998;1040000;300000;1775
1956;CHEVROLET;SPARK;2008;;;1782
1957;RENAULT;MEGANE;2012;;;65
1958;RENAULT;CLIO4;2014;;;228
1959;VOLKSWAGEN;POLO;2014;;;1212
1960;DACIA;SANDERO;2015;;;1939
1961;CITROEN;ELYSEE;2016;1850000;1850000;500
1962;RENAULT;SCENIC;2002;;;1808
1963;JMC;JMC;2013;1100000;1000000;436
1964;VOLKSWAGEN;POLO;2013;;;3
1965;PEUGEOT;208;2013;;;1490
1966;RENAULT;SYMBOL;2016;;;1369
1967;RENAULT;SYMBOL;2016;;;1835
1968;PEUGEOT;207;2012;;;1454
1969;PEUGEOT;301;2014;;;1980
1970;VOLGSWAGAN;TRANSPORTEUR;2015;2600000;1600000;20
1971;PEUGEOT;308;2016;;;1452
1972;FORD;TRANSIT;2013;2064957;2064957;1169
1973;KIA;CARENS;2011;1800000;1000000;254
1974;MERCEDES;CLASSE A;2014;5000000;3500000;875
1975;RENAULT;CLIO4;2014;;;1119
1976;PEUGEOT;308;2015;;;1794
1977;VOLKSWAGEN;POLO;2012;;;633
1978;RENAULT;CLIO GT LINE;2016;;;738
1979;PEUGEOT;2008;2016;;;446
1980;CITROEN;C3;2012;;;697
1981;RENAULT;CLIO4;2013;;;483
1982;SEAT;IBIZA;2009;1510000;900000;1974
1983;SEAT;LEON;2013;;;132
1984;DFSK;DFSK;2015;;;1663
1985;SKODA;FABIA;2014;;;323
1986;RENAULT;CLIO;2013;;;441
1987;RENAULT;SCENIC;2008;1800000;1000000;1795
1988;VOLKSWAGEN;POLO;2003;1700000;1700000;390
1989;VOLSWAGEN;GOLF;2014;;;1628
1990;VOLKSWAGEN;SERIE 6;2016;2000000;1250000;1531
1991;HYUNDAI;ACCENT;2012;;;647
1992;RENAULT;SYMBOL;2012;;;266
1993;PEUGEOT;207;2012;;;1591
1994;NISSAN;PATFINDER;2012;2200000;2000000;1596
1995;WOLSWAGEN;POLO;2009;1900000;900000;350
1996;VOLKSWAGEN;TIGUAN;2012;;;1324
1997;AUDI;A4;2013;4000000;3000000;560
1998;MITSUBISHI;MITSUBISHI;2008;1400000;600000;1290
1999;PEUGEOT;207;2008;;;1671
2000;RENAULT;KANGOO;2011;800000;700000;121
2001;PEUGEOT;2008;2016;;;1167
2002;SKODA;YETI;2013;;;769
2003;PEUGEOT;2008;2014;;;1800
2004;RENAULT;SYMBOL;2016;;;1833
2005;RENAULT;CLIO3;2010;;;357
2006;RENAULT;KANGO;2014;1500000;1100000;1109
2007;RENAULT;CLIO4;2015;;;1221
2008;PEUGEOT;BIPPER;2013;;;1033
2009;PEUGEOT;308;2012;;;19
2010;FORD;FOCUS;2014;;;1183
2011;SKODA;FABIA;2013;;;1284
2012;RENAULT;EXPRESSE;1995;;;1295
2013;PEUGEOT;PARTNER;2013;;;1408
2014;DACIA;DUSTER;2016;;;390
2015;GREAT WALL;NEW C 30;2015;1410000;700000;994
2016;JAC;2FKS2;2012;2535000;1000000;1245
2017;DFSK;DFSK;2015;;;1244
2018;RENAULT;SYMBOL;2012;;;900
2019;PEUGEOT;308;2016;;;1892
2020;PEUGEOT;BOXER;2012;;;10
2021;CHEVROLET;SAIL;2013;;;1532
2022;LAND ROVER;DISCOVERY;2016;8000000;8000000;1559
2023;PEUGEOT;208;2016;;;1734
2024;MERCEDES;JLK;2015;6000000;5000000;1343
2025;RENAULT;SYMBOL;2015;;;1833
2026;VOLKSWAGEN;TIGUAN;2009;5000000;2500000;592
2027;SOKON;SOKON;2010;900000;400000;1490
2028;HYNDAI;HD 35 PLATEAU;2016;2590000;2590000;59
2029;SKODA;OCTAVIA;2012;;;1322
2030;JMC;JMC;2016;1710000;1710000;1062
2031;CITROEN;C4;2015;2500000;1400000;351
2032;RENAULT;R4;1986;600000;200000;1101
2033;HYUNDAI;ATOS;2003;700000;600000;713
2034;RENAULT;SYMBOL;2016;;;216
2035;RENAULT;MEGANE;2015;;;692
2036;NISSAN;TIIDA;2009;1500000;1000000;1416
2037;RENAULT;MASTER;1999;2000000;1100000;731
2038;FORD;FIESTA;2016;;;1105
2039;DACIA;DUSTER;2015;;;1291
2040;PEUGEOT;308;2016;;;685
2041;PEUGEOT;PEUGEOT;2015;800000;800000;633
2042;VOLKS WAGEN;GOLF;2008;;;562
2043;PEUGEOT;208;2016;;;1193
2044;IVECO;IVECO;2006;3600000;700000;1100
2045;CITROEN;C-ELYSEE;2015;1600000;1600000;1343
2046;RENAULT;SYMBOL;2016;;;823
2047;CHEVROLET;OPTRA;2009;1300000;710000;218
2048;PEUGEOT;208;2013;;;476
2049;RENAULT;MEGANE;2011;;;1746
2050;MERCEDES;ML250;2014;9000000;6000000;1948
2051;FIAT;PANDA;2006;600000;500000;1872
2052;CHEVROLET;SPARK;2008;;;1779
2053;VOLKSWAGEN;GOLF6;2011;2000000;1200000;1103
2054;CHEVROLET;SAIL;2013;;;1241
2055;RENAULT;CLIO 4;2014;;;1211
2056;DACIA;DUSTER;2016;;;659
2057;RENAULT;KADJAR;2016;;;366
2058;CHEVROLET;SPARK;2013;;;324
2059;PEUGEOT;307;2002;950000;400000;1218
2060;FORD;FIESTA;2012;;;821
2061;SEAT;LEON;2011;;;244
2062;RENAULT;SYMBOL;2016;;;973
2063;LEXUS;RX300;2002;6000000;700000;1411
2064;VOLKSWAGEN;POLO;2012;;;1825
2065;CHEVROLET;SONIC;2017;2200000;2000000;250
2066;CHEVROLET;AVEO;2014;;;102
2067;KIA;RIO;2014;;;1834
2068;PEUGEOT;2008;2015;;;315
2069;MAZDA;BT50;2012;2600000;1300000;1992
2070;PEUGEOT;208;2016;;;1405
2071;HONDA;ACCOR;1984;500000;150000;610
2072;PEUGEOT;208;2016;;;472
2073;DACIA;SANDERO;2016;;;827
2074;RENAULT;EXPRESS;1989;1200000;300000;1004
2075;DACIA;SANDERO STEP WEY;2016;1700000;1700000;931
2076;GREAIT WALL;VOLLEX;2016;1350000;600000;742
2077;KIA;PICANTO;2016;;;1253
2078;PEUGEOT;PARTNER;2010;;;19
2079;DACIA;STEPWAY;2013;1699500;1000000;969
2080;VOLKSWAGEN;POLO;2014;;;1730
2081;AUDI;A1;2013;2400000;2400000;1874
2082;RENAULT;CLIO;2015;;;1025
2083;PEUGEOT;208;2013;;;417
2084;CITROEN;BERLINGO;2015;;;117
2085;PEUGEOT;206;2005;1200000;600000;414
2086;FIAT;PUNTO;2010;1500000;800000;1419
2087;PEUGEOT;208;2016;;;686
2088;PEUGEOT;DEPANNAGE;2014;2800000;2000000;70
2089;VOLSWAGEN;POLO;2011;1000000;500000;980
2090;DACIA;DUSTER;2014;;;1788
2091;SSANG YONG;SSANG YONG;2015;2780000;2600000;121
2092;VOLKSWAGEN;TIGUAN;2012;;;738
2093;PEUGEOT;208;2014;;;1901
2094;DACIA;STEPWAY;2016;;;502
2095;VOLKS WAGEN;GOLF 7;2016;;;995
2096;MARUTI;MARUTI;2006;;;1463
2097;PEUGOT;207;2013;1600000;1200000;1633
2098;PEUGOT;207;2008;1600000;1500000;881
2099;DACIA;DUSTER;2016;;;1567
2100;RENAULT;CLIO CAMPUS;2014;1300000;1000000;414
2101;DACIA STEPWAY;SENDERO;2016;;;576
2102;MERCEDES;VITO;2014;2700000;2000000;727
2103;MARUTI;MARUTI;2005;600000;450000;1125
2104;DONGFENG;EQ1020TFT01;2011;900000;600000;930
2105;SSANGYONG;SSANGYONG;2012;2900000;2200000;679
2106;FORD;FIESTA;2012;;;1283
2107;DACIA;STEPWAY;2016;;;1077
2108;SUZUKI;SWIFT DZIRE;2014;1022000;1000000;854
2109;FORD;FIESTA;2014;;;254
2110;NISSAN;TIIDA;2010;1700000;1510000;1192
2111;PEUGEOT;208;2013;;;628
2112;HYUNDAI;TUCSON;2013;;;1453
2113;RENAULT;CLIO 4;2016;;;1485
2114;OPEL;CORSA;2013;1280000;1100000;302
2115;RENAULT;CLIO4;2014;;;339
2116;CHEVROLET;SAIL;2012;;;137
2117;VOLKSWAGEN;FOURGON;1999;1000000;1000000;834
2118;PEUGEOT;307;2004;;;1859
2119;SKODA;OCTAVIA;2016;;;1092
2120;RENAULT;CLIO4;2014;;;1857
2121;HYUNDAI;EON;2013;;;1885
2122;FORD;KA;2012;1200000;1100000;347
2123;HYUNDAI;TUCSON;2014;2245343;1900000;1769
2124;RENAULT;CLIO4;2016;;;1969
2125;AUDI;A1;2014;2449000;2400000;1235
2126;DACIA STEPWAY;SANDERO;2017;1800000;1000000;475
2127;MERCEDES;VITO;2004;2700000;1000000;757
2128;RENAULT;CLIO4;2014;;;233
2129;TOYOTA;STARLET;1999;1500000;500000;1835
2130;PEUGEOT;206;2012;;;1724
2131;PEUGEOT;308;2015;;;1852
2132;TOYOTA;YARIS;2005;;;1477
2133;PEUGEOT;208;2013;;;916
2134;VOLKS WAGEN;GOLF;2000;;;82
2135;DFSK;DFSK;2013;;;96
2136;AUDI;Q3;2016;;;1886
2137;VOLKS WAGEN;GOLF 6;2011;;;828
2138;RENAULT;LAGUNA;2001;1600000;800000;820
2139;KIA;PICANTO;2014;;;1932
2140;MG;550 G DE LUXE;2016;2340000;1650000;1771
2141;VOLFSWAGEN;SERIE 7;2014;2000000;1800000;1783
2142;MERCEDES;C220;2006;2000000;1510000;996
2143;RENAULT;CLIO 4;2015;;;986
2144;RENAULT;MEGANE;2012;;;383
2145;CHEVROLET;CAPTIVA;2015;3560000;3560000;1806
2146;SUZUKI;ALTO;2014;1100000;600000;12
2147;PEUGEOT;208;2014;;;210
2148;RENAULT;CAPTURE;2016;;;961
2149;RENAULT;CLIO4;2016;;;1237
2150;OPEL;CORSA;2014;;;1281
2151;VOLKSWAGEN;PASSAT;2012;;;1668
2152;PEUGEOT;PARTNER;2016;;;669
2153;DACIA;SANDERO;2016;;;254
2154;PEUGEOT;208;2013;;;380
2155;SEAT;IBIZA;2013;;;660
2156;MITSUBITCHI;MITSUBITCHI;1999;1000000;800000;1558
2157;CHEVROLET;SPARK;2012;;;1978
2158;PEUGEOT;206;2013;;;1631
2159;NISSAN;MICRA;2012;;;855
2160;SEAT;IBIZA;2011;;;197
2161;PEUGEOT;2008;2015;2165000;2100000;716
2162;RENAULT;CLIO 4;2014;;;1106
2163;SUBARU;LEGACY;2012;2000000;1600000;1016
2164;RENAULT;CLIO4;2015;;;89
2165;TOYOTA;RAV4;2001;1000000;600000;1579
2166;RENAULT;R18;1981;500000;300000;540
2167;FIAT;127;2006;800000;500000;1334
2168;PEUGEOT;5008;2012;2075000;2000000;1189
2169;DACIA;LOGANE;2015;;;697
2170;RENAULT;SYMBOLE;2014;1200000;800000;1318
2171;VOLKS WAGEN;GOLF;2011;;;62
2172;PEUGEOT;BOXER;1998;1500000;600000;1213
2173;CITROEN;C5;2010;;;1308
2174;LAND ROVER;LAND ROVER;2014;;;739
2175;HYUNDAI;TUCSON;2013;2235000;2100000;350
2176;KIA;CERATO;2007;1200000;1000000;293
2177;CITROEN;C3;2013;1360000;900000;1743
2178;SEAT;IBIZA;2011;;;723
2179;SUZUKI;SWIFT;2016;;;699
2180;PEUGEOT;301;2013;;;1561
2181;RENAULT;CAPTUR;2016;;;737
2182;FORD;FIESTA;2010;1200000;900000;454
2183;VOLKS WAGEN;GOLF;2012;;;185
2184;SUZUKI;VITARA;2016;2000000;1700000;596
2185;NISSAN;CAMIONNETTE S/C;2005;1200000;450000;1503
2186;DACIA;DUSTER;2016;;;887
2187;RENAULT;KANGOO;2001;;;1941
2188;DACIA;SANDERO;2016;;;1600
2189;SEAT;IBIZA;2014;;;800
2190;RENAULT;CAPTUR;2015;;;1705
2191;VOLKSWAGEN;POLO;2011;;;826
2192;RENAULT;MASTER;2010;2485755;2000000;1285
2193;TOYOTA;HILUX;2011;1800000;877837;77
2194;PEUGEOT;PARTNER;2014;;;1260
2195;CHEVROLET;CRUZ;2014;2500000;1200000;1434
2196;AUDI;AUDI;2016;8000000;3000000;1226
2197;MINIVAN;GONOW;2014;1400000;1400000;625
2198;RENAULT;CLIO4;2018;2459500;2200000;665
2199;RENAULT;TWINGO;2013;;;464
2200;VOLKSWAGEN;PASSAT;2013;;;1141
2201;PEUGEOT;205;1995;300000;300000;1118
2202;KIA;SORENTO;2015;;;394
2203;RENAULT;KANGO;2012;1400000;1105000;1443
2204;VOLKS WAGEN;GOLF;2007;2000000;2000000;430
2205;CHEVROLET;CRUZ;2015;2200000;2200000;1618
2206;PEUGEOT;205;1989;800000;300000;401
2207;DACIA;STEPWAY;2016;;;215
2208;NISSAN;MICRA;2014;;;1549
2209;RENAULT;KANGO;2000;2000000;400000;911
2210;DACIA;DUSTER;2014;;;1279
2211;RENAULT;KANGOO;2012;;;1480
2212;PEUGEOT;308;2012;;;1871
2213;RENAULT;CLIO4;2013;;;493
2214;DACIA;SANDERO;2016;;;1322
2215;TOYOTA;YARIS;2004;1100000;500000;1954
2216;HYUNDAI;ATOS;2014;1500000;1300000;126
2217;RENAULT;CLIO3;2015;1700000;1300000;1305
2218;VOLSWAGEN;POLO;2015;;;622
2219;RENAULT;MEGANE;1999;1500000;1000000;1390
2220;PEUGEOT;107;2014;1500000;1500000;682
2221;HYUNDAI;ACCENT;2014;;;1835
2222;RENAULT;TWINGO;2002;700000;500000;1194
2223;SUZUKI;SWIFT;2015;;;1810
2224;CITROEN;ELYSE;2015;1460000;1200000;163
2225;RENAULT;CAPTUR;2016;;;415
2226;KIA;SORENTO;2015;4200000;4200000;1135
2227;RENAULT;SYMBOL;2016;;;1203
2228;TOYOTA;TOYOTA;2006;1200000;600000;1004
2229;PEUGEOT;301;2013;;;1541
2230;NISSAN;SUNNY;2016;1900000;1050000;828
2231;FORD;FIESTA;2012;;;1007
2232;VOLKSWAGEN;GOLF3;1996;1300000;800000;855
2233;SKODA;YETI;2013;;;115
2234;DACIA;DUSTER;2015;;;1013
2235;RENAULT;MEGANE RS;2014;3500000;2000000;583
2236;FORD;FORD;2013;1800000;1600000;404
2237;RENAULT;CLIO 4;2016;;;983
2238;RENAULT;CLIO 4;2016;;;47
2239;VOLKS WAGEN;JETTA;2009;2000000;800000;1878
2240;MERCEDES;ML;2007;8500000;2000000;1389
2241;HYUNDAI;TUCSON;2009;2700000;1500000;1384
2242;CHEVROLET;CAPTIVA;2012;;;677
2243;PEUGEOT;308;2012;;;1880
2244;ISUZU;ISUZU;2012;5000000;3000000;1638
2245;RENAULT;CLIO;2002;;;660
2246;PEUGEOT;301;2015;;;1188
2247;TOYOTA;HILUX;2014;2250000;1800000;812
2248;VOLKSWAGEN;GOLF3;1997;1300000;900000;1227
2249;PEUGEOT;405;1991;;;1742
2250;PEUGEOT;207;2011;;;1824
2251;RENAULT;MEGANE;2010;;;507
2252;HYUNDAI;I10;2008;1100000;600000;402
2253;PEUGEOT;EXPERT;2008;2890000;1100000;1666
2254;VOLKSWAGEN;POLO;2014;;;47
2255;FORD;FOCUS;2003;1300000;500000;53
2256;BMW;320;2008;4500000;2000000;832
2257;RENAULT;KANGO;2005;1480000;1000000;32
2258;PEUGEOT;PARTNER;2014;;;421
2259;RENAULT;CLIO 03;2007;1200000;700000;1661
2260;RENAULT;R19;1992;;;497
2261;PEUGEOT;207;2008;;;319
2262;CHEVROLET;OPTRA;2007;1400000;680000;1575
2263;KIA;RIO;2013;1700000;1500000;322
2264;SSANGYONG;CORONDO;2014;2495000;1700000;1341
2265;PEUGEOT;5008;2016;2000000;1900000;1211
2266;RENAULT;MEGANE GT LINE;2013;1500000;1100000;1301
2267;VOLKS WAGEN;GOLF;2014;;;1475
2268;PEUGEOT;407;2010;1400000;1300000;258
2269;SEAT;IBIZA;2016;;;1856
2270;FORD;FOCUS;2014;;;1507
2271;VOLSWAGEN;GOLF;2013;;;1753
2272;VOLKS WAGEN;GOLF;2013;;;1135
2273;PEUGEOT;308;2015;;;1584
2274;CITROEN;XSARA;2001;500000;300000;3
2275;IVECO FOURGON;IVECO FOURGON;2000;1250000;800000;1314
2276;CITROEN;C ELYSEE;2015;2500000;1450000;1139
2277;DFSK;DFSK;2014;1200000;1200000;1410
2278;RENAULT;CLIO 3;2016;2490000;1510000;414
2279;CITROEN;BERLINGO;2010;2400000;1000000;45
2280;AUDI;Q3;2016;;;1347
2281;VOLKS WAGEN;GOLF;2014;;;1451
2282;DACIA;DUSTER;2016;;;1293
2283;KIA;SPORTAGE;2013;3220000;2300000;1686
2284;RENAULT;CLIO3;2008;;;1156
2285;RENAULT;CLIO;2004;;;1413
2286;DACIA;DUSTER;2015;;;143
2287;CITROEN;CITROEN;2015;1600000;1600000;874
2288;DACIA;LOGAN;2014;;;403
2289;DAIHATSU;TERIOS;2016;1692000;1692000;1814
2290;RENAULT;SYMBOL;2016;;;348
2291;DACIA;DUSTER;2016;;;81
2292;CITROEN;JUMPY;2016;3000000;2300000;351
2293;CITROEN;C4;2016;;;302
2294;VOLKSWAGEN;TIGUAN;2014;;;64
2295;DACIA;DUSTER;2015;;;1903
2296;SKODA;RAPID;2015;;;806
2297;RENAULT;SYMBOL;2015;;;527
2298;PEUGEOT;BOXEUR;2016;3000000;3000000;1565
2299;SKODA;OCTAVIA;2012;;;1356
2300;DACIA;DACIA;2013;1500000;1200000;460
2301;SEAT;IBIZA;2018;2190000;2190000;1936
2302;CHEVROLET;SPARK;2011;;;18
2303;RENAULT;SYMPOL;2015;1500000;900000;268
2304;CHEVROLET;SPARK;2009;740000;480000;1631
2305;PEUGEOT;PARTNER;2016;;;1304
2306;HYUNDAI;ATOS;2005;800000;600000;1383
2307;RENAULT;SYMBOLE;2016;;;1024
2308;RENAULT;RENAULT;2001;900000;600000;1649
2309;RENAULT;SYMBOLE;2016;;;338
2310;PEUGEOT;PARTNER;2016;;;1154
2311;PEUGEOT;BIPPER;2012;1500000;1500000;209
2312;DACIA;LOGAN;2012;1000000;700000;1923
